id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on,spec_normalized
49,General,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,general
50,Home Science,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hs
50,Home Science,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,home science
50,Home Science,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,h s
53,Maths / Mathematics,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m/m
53,Maths / Mathematics,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,maths / mathematics
53,Maths / Mathematics,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m / m
54,Micro Biology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mb
54,Micro Biology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m b
54,Micro Biology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,micro biology
55,Nutrition,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,nutrition
56,Physics,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,physics
57,Statistics,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,statistics
59,Zoology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,zoology
62,Environmental science,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,es
62,Environmental science,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,environmental science
62,Environmental science,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,e s
63,Food Technology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,food technology
63,Food Technology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f t
63,Food Technology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ft
63,Food Technology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
64,Geology,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,geology
65,Nursing,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bsc nursing
65,Nursing,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,gnm
65,Nursing,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,nursing
67,Bio-informatics,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bio-informatics
68,Economics,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,economics
70,Geography,,,,7,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,geography
77,Tourism,,,,8,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tourism
79,Computer Aided Management / Computer Applications,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
79,Computer Aided Management / Computer Applications,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mca
79,Computer Aided Management / Computer Applications,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,cam/ca
79,Computer Aided Management / Computer Applications,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,computer aided management / computer applications
79,Computer Aided Management / Computer Applications,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bca
79,Computer Aided Management / Computer Applications,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,c a m / c a
80,Management,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
80,Management,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,management
83,Marketing,,,,9,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marketing
85,Computers,,,,10,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,computers
87,Dentistry,,,,11,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dentistry
90,Automobile Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,automobile engineering
90,Automobile Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a e
90,Automobile Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ae
91,Bio-Chemistry / Bio-Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bio-chemistry / bio-technology
91,Bio-Chemistry / Bio-Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,b / b
91,Bio-Chemistry / Bio-Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,b/b
91,Bio-Chemistry / Bio-Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
99,Environmental Science,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,es
99,Environmental Science,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,environmental science
99,Environmental Science,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,e s
101,Manufacturing Process and Automation Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m p a a e
101,Manufacturing Process and Automation Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mpaae
101,Manufacturing Process and Automation Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,manufacturing process and automation engineering
104,Mineral Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mineral engineering
104,Mineral Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m e
104,Mineral Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,me
106,Petroleum Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,petroleum engineering
106,Petroleum Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p e
106,Petroleum Engineering,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pe
107,Plastic Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pt
107,Plastic Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p t
107,Plastic Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,plastic technology
107,Plastic Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
108,Polymer Science and Chemical Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,psact
108,Polymer Science and Chemical Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p s a c t
108,Polymer Science and Chemical Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
108,Polymer Science and Chemical Technology,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,polymer science and chemical technology
110,Agriculture,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,agriculture
111,Aviation,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,aviation
115,Marine,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marine
116,Metallurgy,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,metallurgy
117,Nuclear,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,nuclear
118,Paint / Oil,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p / o
118,Paint / Oil,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,paint / oil
118,Paint / Oil,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p/o
120,Bio-informatics,,,,12,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bio-informatics
127,Applied Art,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a a
127,Applied Art,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,applied art
127,Applied Art,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,aa
128,Art Education,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,art education
128,Art Education,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a e
128,Art Education,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ae
129,Painting,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,painting
130,Sculpture,,,,13,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,sculpture
134,Journalism / Mass Communication,,,,15,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,j / m c
134,Journalism / Mass Communication,,,,15,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,journalism / mass comm
134,Journalism / Mass Communication,,,,15,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,j/mc
134,Journalism / Mass Communication,,,,15,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,journalism / mass communication
136,Veterinary Sciences,,,,16,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,vs
136,Veterinary Sciences,,,,16,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,veterinary sciences
136,Veterinary Sciences,,,,16,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,v s
139,Animation,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,animation
142,Construction Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,c t
142,Construction Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ct
142,Construction Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,construction technology
142,Construction Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
143,Craft Design,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,craft design
143,Craft Design,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,c d
143,Craft Design,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,cd
144,Creative Writing,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,c w
144,Creative Writing,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,creative writing
144,Creative Writing,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,cw
145,Diary Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,diary technology
145,Diary Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dt
145,Diary Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,d t
145,Diary Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
146,Disaster Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,d m
146,Disaster Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dm
146,Disaster Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
146,Disaster Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,disaster management
147,DOEACC O/A/B/C Level,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dol
147,DOEACC O/A/B/C Level,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,doeacc o/a/b/c level
147,DOEACC O/A/B/C Level,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,d o l
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,e/te
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,e / t e
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,telecom
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ece
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,extc
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ec
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,electronics / telecommunication engg
149,Electronics / Telecommunication Engg,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,etc
150,Fashion Tech,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ft
150,Fashion Tech,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fashion tech
150,Fashion Tech,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f t
151,Garment Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,gt
151,Garment Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,garment technology
151,Garment Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,g t
151,Garment Technology,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
152,IT,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,it
153,Labour Laws,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,labour laws
153,Labour Laws,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,l l
153,Labour Laws,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ll
154,Nursing Administartion,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,nursing administartion
154,Nursing Administartion,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,na
154,Nursing Administartion,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,n a
154,Nursing Administartion,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,gnm
154,Nursing Administartion,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bsc nursing
155,Teaching,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,teaching
160,Graphic / Web Designing,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,graphic / web designing
160,Graphic / Web Designing,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,g/wd
160,Graphic / Web Designing,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,g / w d
161,Hotel Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hm
161,Hotel Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
161,Hotel Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,h m
161,Hotel Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hotel management
162,Insurance,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,insurance
163,Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
163,Management,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,management
165,Tourism,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tourism
166,Visual Arts,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,v a
166,Visual Arts,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,visual arts
166,Visual Arts,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,va
167,Vocational Course,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,v c
167,Vocational Course,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,vc
167,Vocational Course,,,,17,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,vocational course
170,Law,,,,18,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,law
172,Medicine,,,,19,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,medicine
176,Operations,,,,27,In-active,,15-05-2023 06:29,0,0,03-01-2024 15:31,operations
178,Marketing,,,,27,In-active,,15-05-2023 06:29,0,0,03-01-2024 15:31,marketing
180,CA,,,,30,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ca
181,Company Secretary,,,,31,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,company secretary
181,Company Secretary,,,,31,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,cs
181,Company Secretary,,,,31,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,c s
182,ICWA,,,,32,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,icwa
183,Law,,,,33,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,law
184,Bengali,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bengali
185,Economics,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,economics
186,English,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,english
187,Fine Arts,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f a
187,Fine Arts,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fa
187,Fine Arts,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fine arts
188,Geography,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,geography
189,Hindi,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hindi
190,History,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,history
194,Political Science,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ps
194,Political Science,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pol sci
194,Political Science,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p s
194,Political Science,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,political science
195,Psycology,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,psycology
196,Public Administration,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pa
196,Public Administration,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p a
196,Public Administration,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,public administration
198,Sociology,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,sociology
199,Anthropology,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,anthropology
200,Arts & Humanities,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a & h
200,Arts & Humanities,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a&h
200,Arts & Humanities,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,arts & humanities
201,Communication,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,communication
202,Film,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,film
203,Journalism,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,journalism
204,Maths,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,maths
205,PR / Advertising,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pr / advertising
205,PR / Advertising,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p/a
205,PR / Advertising,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,p / a
206,Sanskrit,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,sanskrit
207,Statistics,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,statistics
208,Architecture,,,,35,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,architecture
209,Commerce,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bcom
209,Commerce,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,commerce
209,Commerce,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mcom
210,Finance and Taxation,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fat
210,Finance and Taxation,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f a t
210,Finance and Taxation,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,finance and taxation
211,Biotechnology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biotechnology
211,Biotechnology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
211,Biotechnology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biotech
212,Cardiology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,cardiology
213,Clinical Immunology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,c i
213,Clinical Immunology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ci
213,Clinical Immunology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,clinical immunology
214,Dermatology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dermatology
215,ENT,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ent
216,Gastroenterology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,gastroenterology
217,Gynaecology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,gynaecology
218,Medicine,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,medicine
219,Microbiology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,microbiology
220,Nephrology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,nephrology
221,Orthopaedics,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,orthopaedics
222,Paediatric Surgery,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ps
